τριάριοι,triarii:0.455074092414
φιλογύναιος,mulierosus:0.705362223671,lucrio:0.482819427494
ἱερομνημονέω,uapulo:0.325320979014
γεωπονέω,cama:0.268872191927
προπετάννυμι,diuexus:0.790739318258,oppando:0.647666787439
κλυσμάτιον,clysterium:0.951408901835
ἐξεναρίζω,leto:0.433941638229
μή,ne:0.36183743469
ἡμίθεος,semideus:0.393080717858
ἀκόλουθος,consequus:0.202626327307
ὅπη,quomodo:0.526537750887,utcumque:0.472594952701
τρύγη,siccitas:0.332094033589
σητάω,lacuno:0.436109724927
ἀνεμιαῖος,hypenemius:0.638182192998,subinanis:0.499773326424
πολύκλαυστος,multiloquium:0.415260353668
διανήχομαι,persido:0.59384806777,permano:0.584138028977
ἀνταγοράζω,nummulus:0.29880550353
ὁδεύω,uio:0.260118752819
χιλιάζω,triennis:0.462892140457
προσφιλής,perbenigne:0.217040857526
πολύστομος,totiugus:0.354822844028
συνεπιπλέω,expeditionalis:0.326505488886
σπερματίας,sinistrorsus:0.263462360576
θειότης,deitas:0.553510240637,diuinitas:0.513564135526
συγγένειος,consanguineus:0.38110282636
ἀποκαθίζω,sessito:0.310558707738
βλητός,perpulsus:0.288298028407
λιμνώδης,paludosus:0.594443668329,uligo:0.525446035223
παραβώμιος,arula:0.317965694973
φιλοικτίρμων,miseramen:0.274053030334
λαλέω,fabulor:0.343990342385
ἐπικλυτός,famigeratus:0.625681933141
ὄρχις,orchis:0.270973232607
περιστόμιος,inorus:0.462900927945
καταγέλαστος,deridiculus:0.236396142396
πολυσημάντωρ,totiugus:0.32540026935
ἀνερευνάω,peruestigo:0.733092799774,perscrutor:0.678822056458
κοιμάω,cubo:0.299554908236
ἰσχνασία,macritudo:0.776373026251,macritas:0.755881531548
γέννα,progenies:0.356756023277
ἐπιταχύνω,praefestino:0.352666872978
ἀγροβότης,depastio:0.495106819979
ἐκτίνω,ulciscor:0.352880514681
προσεπιτυγχάνω,emendico:0.26762354416
συντερμονέω,limitaris:0.593396630515
ὀρχηστρίς,saltatricula:0.80795267159,saltatrix:0.653335234008
κακοτεχνέω,abusio:0.269421992081
φιλάδελφος,sororius:0.32853873907
νυστάζω,obdormio:0.337346257458
παράκυψις,superincuruatus:0.392603438323
ἐνδιάθετος,inaffectatus:0.187364130833
φωνητήριος,suauiloquentia:0.512232936098
πολυμαθής,multiscius:0.471738629458
τέρετρον,modiolus:0.237855739413
προσπασσαλεύω,gomphus:0.660836337428
τηγανίζω,cordyla:0.438733410088
ἐφολκός,ductarius:0.230338075346
βήσσω,tussio:0.8989760837,tussedo:0.830691330527
ὁμοίωμα,proportio:0.362778348154
παρέπαινος,allaudabilis:0.432044154382
ἄνοος,excors:0.312787072983
μεταπέμπω,praemitto:0.28050257123
συστεγάζω,superintego:0.361570989581
καταχωνεύω,fusilis:0.460972557137
συνουσία,consuetudo:0.267450147221
ἀνάνευσις,attorqueo:0.413759642629
παλινσκοπιά,reuecto:0.471191905732
ἄγαμος,caelebs:0.952487445112,agamus:0.763910573778
ἀειθαλής,siquando:0.318700487348
διακορκορυγέω,transtineo:0.33846947123
προσκατατάσσω,subtexo:0.18898644926
νωχελία,segnitas:0.264221547462
ἡμεροφυλακέω,hemeresios:0.479558482951
μαχομένως,met:0.229445040384
σπασμώδης,spasmus:0.194344079595
κακότης,improbitas:0.255518256073
συνεφάπτομαι,superdo:0.342743711974
βορά,pastus:0.595016784608
πέρυσι,annotinus:0.6833701816,anniculus:0.539628704111
ἄγκος,cauerno:0.280776688119
καταψήχω,contabefacio:0.375177207916
ῥυθμός,idos:0.21274990221
ἐκτειχίζω,permunio:0.781849197818,immunio:0.658572082804
ἑπταστάδιος,hebdomada:0.462578760764
πολύτροφος,subauditio:0.209145854833
ταχύνω,mobilito:0.376269419043
κάτοιδα,percalleo:0.782269135556
γραφεύς,scriptus:0.281679700198
τολυπεύω,meses:0.306269305397
προστελέω,expenso:0.217084129434
ἀναξίμολπος,ode:0.376062299244
ἄφροντις,incuriosus:0.366370281867
καρηβαρικός,cephalaea:0.452898265146
προσυπομνηστέον,gleucinus:0.316583197306
χίμαιρα,hircinus:0.686233802773,caprea:0.564446916817
οἰκήσιμος,habitabilis:0.593511875476
εὐσεβέω,ueneror:0.334098308297
χαράκωσις,uinealis:0.246750889517
ἐννυχεύω,perdormisco:0.591568338074
σταφυλίς,uenucula:0.274209958779
λήγω,concesso:0.268623186432
κατάδικος,datarius:0.179891623482
ἐπαμφότερος,flexiloquus:0.567061146751
εἰδωλοποιέω,iconismus:0.306436802203
σπονδεῖος,spondeus:0.449235628435
ἐπανατίθημι,transmuto:0.243991927718
αἰγιβάτης,inscensio:0.458722171232
ἐμπεριέχω,circumuallo:0.274216116411
πολύεργος,suspectio:0.210161760971
καταλιθόω,defunctus:0.632025169741,petrinus:0.618264289253
τερσαίνω,insiccatus:0.794196976775,torridus:0.600554320087
πολυδεύκης,praedulcis:0.33963147223
σπονδεῖον,pocillum:0.477444634038
ἐξάνθρωπος,insociabilis:0.286060991818
ὑπεροχέω,furcillo:0.46002199801
τελέω,confero:0.296013977612
πειρατικός,piraticus:0.568982404915
διαίρω,sublimo:0.469165332921
διαράσσω,occillo:0.438893327303
προέκθεσις,prologium:0.544132706807
εὐδείελος,apricus:0.581970807307
ἔσχατος,posterus:0.447701986111
γεῖσον,protectum:0.33603518608
ἀγνώριστος,ineditus:0.34040562157
τηλέφιλον,absentia:0.481463118213
συνδέομαι,oratus:0.249882332457
κατανοστέω,reuentus:0.488644515756
ὀπίσω,rursus:0.425522425809
εὔβατος,peruiam:0.743787540806
ἀπόσκηψις,limitatio:0.647753589772
εὐθαλέω,uigesco:0.401030004985
ἐπεισφρέω,coaccedo:0.442943289544
καυλίσκος,tubulatio:0.207301627695
σύγχροος,exanthema:0.383986088851
ἄνθος,flos:0.264924617201
ἀντιμετασπάω,monstratio:0.242109620987
κρύπτης,ephorus:0.465830514899
ἀρεσκόντως,uolup:0.32448925134
φιλόβοτρυς,uenucula:0.421595839511
μάταιος,cassus:0.340738507524
διχοστατέω,dissono:0.271730426362
τροφόεις,herbilis:0.213966487441
ἀμετάθετος,immutabilis:0.336598296072
εἴπερ,siquis:0.525779142037
πανταχῆ,quoquouersus:0.761261804811
πτέρινος,plumiger:0.613130305419,pinniger:0.580723979311
γραῦς,anilis:0.509773608324,uetulus:0.490056585409
χηνίσκος,cheniscus:0.547552790413
ἀπαμβλύνω,emargino:0.44224306051
ἀναστενάχω,recitatio:0.310121873129
νεανίευμα,iuuenor:0.373373173905
τετραποδητί,uniuersaliter:0.224664777409
συλλήβδην,cunctim:0.346719968268
ἐνύπνιον,somnio:0.537421171739,insomnium:0.487695738718
ἐπίσημα,machinatus:0.55188137849
ἐκκομπάζω,interuocaliter:0.603297483216
φελλεύς,saxosus:0.491214651921
ἐπίτευξις,confabulatus:0.395032407929
ψυχρόομαι,alsius:0.47271471464
περιναιέτης,cohabito:0.402420773024
εὐαστής,miserator:0.279635679594
περιορμίζω,ancorarius:0.64278383592,ancoralis:0.473097033663
ταχυθάνατος,mortificatio:0.416769771951
ζυγέω,uersiculus:0.650498374075,linea:0.515582191134
ἔλλογος,sensilis:0.21365529664
συνωμοσία,iurandum:0.372049924498
καθεψιάομαι,incauillor:0.532249275544
γυμναστής,xysticus:0.385748148331
δυσέκπληκτος,perterrefacio:0.463880364473
κακοφραδής,morologus:0.511697664494
δίπαλτος,manuatus:0.361000578239
ποικιλτός,panchrus:0.465170517522
τυφογέρων,seniculus:0.398887890027
συνεορταστής,encaenia:0.186630788358
νηστεία,tenacitas:0.465479495018
μωρός,hebeo:0.420693547859
παράμεσος,paramese:0.378900854695
κατασμικρίζω,depretio:0.259329025877
ἐπιβόημα,introuoco:0.625196466773,conclamito:0.585877617765
πανοπλία,postulatus:0.360333129004
ταυράω,taurinus:0.475121122572
ἀδρανέω,perinfirmus:0.548694435737,perimbecillus:0.504389061952
χωριστός,abstraho:0.175419465212
συνεισρέω,subterfluo:0.416934495002
ἐκνεύω,deuito:0.375839603319
βούβοτος,bolbiton:0.312698344453
πράσιμος,mancipatus:0.298109119092
νοήμων,consipio:0.382516141171
μετουσία,communicatus:0.630391390611,participatus:0.577497935749
ἐνδιασπείρω,obsipo:0.352367793708
παράδυσις,reptatus:0.318649274692
ἐκκλησιάζω,contionor:0.335856107223
συριγμός,sibilus:0.593033017764
ἀξιόκτητος,paratio:0.311866316907
ἁλιεία,piscatorius:0.793324245021,halieuticus:0.580130948942
στυφελίζω,mulco:0.299178363334
μηλοτρόφος,ouinus:0.644856210533,depastio:0.6105592032
συνωμόσιον,deiurium:0.673443858648,iuramentum:0.508660600936
πολυψηφία,dissidentia:0.231928208364
προσηγορέω,alloquor:0.371677521274
πολιορκητής,urbicapus:0.833743575383,expugnator:0.474511527281
πυλαγόρας,consentium:0.295304625219
μικροληψία,heminaria:0.399355898802
παμβίας,uniuersaliter:0.188485752062
ἀφιλόσοφος,ethice:0.499759430856
θάμβος,demiror:0.25674271763
ὑπερασπιστής,tutator:0.30355759614
μετρητής,lauacrum:0.358867956722
ὀρφάνευμα,pupillaris:0.278872040003
ἀντίτεχνος,pellico:0.510120842137
ἁπανταχοῖ,quadrantarius:0.383700969205
ἀνίκανος,omnicanus:0.189966156322
δύστλητος,ingesto:0.584132620677,attolero:0.518821021737
προκαταφεύγω,primulus:0.293216447011
ἔναυσις,interceptio:0.646218930535,ablatio:0.534143199925
μελαινίς,pulleiaceus:0.516159025612,nocticolor:0.48718013371
ἔκδεξις,successorius:0.630000757118
προστειχίζω,urbanicianus:0.489493405083
δύσπειστος,inoboedio:0.370470127573
ἀναδέμω,perstruo:0.619113355957,coaedifico:0.598651432848
καταπτήσσω,conquinisco:0.361903188331
προκατορθόω,litabilis:0.380540271359
φύλαρχος,archiereus:0.230705122918
χρεμετίζω,hinnio:0.372078888357
ὁμόρροθος,remigatio:0.471094466187
ἀπεθίζω,desuesco:0.36801386326
ἀποχή,abstantia:0.331704648499
χίος,phocis:0.419551835833
διχογνώμων,intermuralis:0.409590762079
συγκροτέω,complodo:0.296268473768
ἔνερθε,infra:0.556221989469,subtus:0.533498492948
αἰγλάζω,trabecula:0.44265031278
δύσχορτος,chortinus:0.379973180812
θερινός,aestiuus:0.703268311441,aestiuo:0.55360083582
τιαροειδής,turbineus:0.362018348478
δυσπάλαμος,perdurus:0.438603455944
ἐκδιδράσκω,defugio:0.518092612916
τανύσφυρος,talaris:0.432511520524
δύσκρατος,cacozelus:0.23507215053
ἐπίπροσθεν,praeuius:0.305315293189
ἡμίκακος,sesquiobolus:0.388724243976
ἱμάντιον,struppus:0.607270104534
ἐρασιχρήματος,nummulus:0.331081448815
θαλαμίτης,infimatis:0.538397991127
ἀναξιφόρμιγξ,tridentipotens:0.396169834134
μεθεκτός,partiarius:0.33092712755
συμβούλευσις,consultator:0.405642912216
κάτοψις,cernentia:0.615846769944,exoculo:0.53499184423
ἱστοδόκη,bascauda:0.254650929004
κατηπιάω,obturo:0.449425345895
παροιμία,prouerbium:0.323869419563
κτεάτειρα,potitor:0.667621123982
θαυμαστόω,mirifico:0.198921184286
ἀναμυχθίζομαι,interuocaliter:0.586215075385
ταχυναυτέω,uelifico:0.618821265531,enauigo:0.547398087828
θαυμαστός,mirabilis:0.202101782793
ἐμβολεύς,gomphus:0.246901909429
ἀποκάθημαι,sessito:0.335887518214
ὄρπηξ,stolo:0.265595250545
κιρσός,uaricosus:0.215889224031
διφάσιος,centaureum:0.655005765615,multigeneris:0.585901135499
ῥύμα,interluuies:0.402470536269
ῥύμη,iuncus:0.393261793306
ἐμίας,nauseabundus:0.700660003589,prouomo:0.48230797912
παραποιέω,pseudopropheta:0.185742448962
ἐπωλένιος,obarmo:0.648203732186,bracchiolum:0.532455896956
στερίφωμα,statuminatio:0.512981195804,materinus:0.483644366417
προσπολέω,praeseruio:0.367807412583
εἰσπηδάω,dissilio:0.60856474589
καύσων,cauma:0.506610326052,surio:0.491626681658
δείλη,merendo:0.339339969108
διαγραφεύς,compressor:0.439255847452
ὀλιγαρχέω,extortor:0.205503759831
κραδηφορία,ficula:0.352929735672
ἀμφίβλημα,amicimen:0.307928388686
γέρας,datus:0.293865525409
ἐπεισπίπτω,dissilio:0.373216703689
ἀνεξέργαστος,infabricatus:0.320065192938
μανικός,lymphatus:0.730311220409,mania:0.666915833113
τίτανος,gypsum:0.461165577706
ἔξοχος,insuper:0.461653650819
κάνωβος,placenta:0.357288793979
ἐκβρυχάομαι,emugio:0.749577997231,admugio:0.497392764739
κατηφέω,tristor:0.254442307849
λύσσημα,mania:0.300500572589
ἐκπιδύομαι,promico:0.423846045748
λιβανωτοπώλης,tureus:0.550430891618,stagonias:0.545270334699
ἰχώρ,sanguineus:0.254576932253
ἀναβάτης,ascensor:0.298075349031
γενειοσυλλεκτάδαι,barbitium:0.42754762377
ἐπικράτησις,superantia:0.302517706635
κατασοφίζομαι,municipatim:0.21439146339
προκρύπτω,concelo:0.461919838858
συνεπιτρίβω,insemel:0.510236938145
εὐμήχανος,artificiosus:0.231896239389
λύη,dissociatio:0.423361840345
φρεωρυχία,circumfossura:0.401797457459
